ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,PRODUCTCODE,PHONE,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE
10176,38,64.44,4,2448.72,Shipped,4,11,2003,Trains,58,S50_1514,0522-556555,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio,Small
10185,20,48.62,15,972.4,Shipped,4,11,2003,Trains,58,S50_1514,5085559555,New Bedford,MA,50553,USA,NA,Tam,Wing C,Small
10196,46,62.09,7,2856.14,Shipped,4,11,2003,Trains,58,S50_1514,2035559545,New Haven,CT,97823,USA,NA,Murphy,Leslie,Small
10208,30,65.61,15,1968.3,Shipped,1,1,2004,Trains,58,S50_1514,78.32.5555,Lyon,,69004,France,EMEA,Saveley,Mary,Small
10220,30,68.54,4,2056.2,Shipped,1,2,2004,Trains,58,S50_1514,+353 1862 1555,Dublin,,2,Ireland,EMEA,Cassidy,Dean,Small
10230,43,52.14,2,2242.02,Shipped,1,3,2004,Trains,58,S50_1514,+49 69 66 90 2555,Frankfurt,,60528,Germany,EMEA,Keitel,Roland,Small
10247,49,63.85,4,3128.65,Shipped,2,5,2004,Trains,58,S50_1514,+358 9 8045 555,Espoo,,FIN-02271,Finland,EMEA,Suominen,Kalle,Medium
10272,43,56.82,4,2443.26,Shipped,3,7,2004,Trains,58,S50_1514,2155551555,Allentown,PA,70267,USA,NA,Yu,Kyung,Small
10282,37,66.78,7,2470.86,Shipped,3,8,2004,Trains,58,S50_1514,4155551450,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small
10292,35,55.07,1,1927.45,Shipped,3,9,2004,Trains,58,S50_1514,2125557818,NYC,NY,10022,USA,NA,Yu,Kwai,Small
10306,34,60.34,15,2051.56,Shipped,4,10,2004,Trains,58,S50_1514,(171) 555-1555,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Small
10314,38,61.51,7,2337.38,Shipped,4,10,2004,Trains,58,S50_1514,86 21 3555,Aaarhus,,8200,Denmark,EMEA,Ibsen,Palle,Small
10325,44,100,7,5932.96,Shipped,4,11,2004,Trains,58,S50_1514,07-98 9555,Stavern,,4110,Norway,EMEA,Bergulfsen,Jonas,Medium
10337,21,100,6,2296.77,Shipped,4,11,2004,Trains,58,S50_1514,2125558493,NYC,NY,10022,USA,NA,Hernandez,Maria,Small
10350,44,100,17,6490.88,Shipped,4,12,2004,Trains,58,S50_1514,(91) 555 94 44,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
10359,25,64.93,4,1623.25,Shipped,4,12,2004,Trains,58,S50_1514,26.47.1555,Reims,,51100,France,EMEA,Henriot,Paul,Small
10372,24,58.58,9,1405.92,Shipped,1,1,2005,Trains,58,S50_1514,+81 3 3584 0555,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Akiko,Small
10383,38,60.06,10,2282.28,Shipped,1,2,2005,Trains,58,S50_1514,(91) 555 94 44,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small
10395,45,100,3,8977.05,Shipped,1,3,2005,Trains,58,S50_1514,+33 1 46 62 7555,Paris,,75508,France,EMEA,Da Cunha,Daniel,Large
10413,51,63.85,4,3256.35,Shipped,2,5,2005,Trains,58,S50_1514,2035552570,Bridgewater,CT,97562,USA,NA,King,Julie,Medium
10108,34,82.99,14,2821.66,Shipped,1,3,2003,Motorcycles,81,S50_4713,+63 2 555 3587,Makati City,,1227 MM,Philippines,Japan,Cruz,Arnold,Small
10121,44,74.85,1,3293.4,Shipped,2,5,2003,Motorcycles,81,S50_4713,26.47.1555,Reims,,51100,France,EMEA,Henriot,Paul,Medium
10135,44,96,15,4224,Shipped,3,7,2003,Motorcycles,81,S50_4713,4155551450,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium
10145,38,81.36,2,3091.68,Shipped,3,8,2003,Motorcycles,81,S50_4713,6265557265,Pasadena,CA,90003,USA,NA,Young,Julie,Medium
10159,31,71.6,10,2219.6,Shipped,4,10,2003,Motorcycles,81,S50_4713,6505551386,San Francisco,CA,,USA,NA,Brown,Julie,Small
10169,48,80.55,10,3866.4,Shipped,4,11,2003,Motorcycles,81,S50_4713,02 9936 8555,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Medium
10180,21,93.56,5,1964.76,Shipped,4,11,2003,Motorcycles,81,S50_4713,20.16.1555,Lille,,59000,France,EMEA,Rance,Martine,Small
10190,40,66.72,2,2668.8,Shipped,4,11,2003,Motorcycles,81,S50_4713,(91) 555 94 44,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small
10211,40,80.55,10,3222,Shipped,1,1,2004,Motorcycles,81,S50_4713,(1) 47.55.6555,Paris,,75016,France,EMEA,Perrier,Dominique,Medium
10224,50,77.29,3,3864.5,Shipped,1,2,2004,Motorcycles,81,S50_4713,20.16.1555,Lille,,59000,France,EMEA,Rance,Martine,Medium
10237,20,68.34,3,1366.8,Shipped,2,4,2004,Motorcycles,81,S50_4713,2125551500,NYC,NY,10022,USA,NA,Frick,Michael,Small
10252,48,72.41,7,3475.68,Shipped,2,5,2004,Motorcycles,81,S50_4713,(1) 47.55.6555,Paris,,75016,France,EMEA,Perrier,Dominique,Medium
10264,47,89.5,5,4206.5,Shipped,2,6,2004,Motorcycles,81,S50_4713,6175559555,Boston,MA,51003,USA,NA,Yoshido,Juri,Medium
10276,21,70.78,11,1486.38,Shipped,3,8,2004,Motorcycles,81,S50_4713,6175557555,Brickhaven,MA,58339,USA,NA,Barajas,Miguel,Small
10285,39,78.92,2,3077.88,Shipped,3,8,2004,Motorcycles,81,S50_4713,6175558555,Cambridge,MA,51247,USA,NA,Hernandez,Marta,Medium
10299,44,80.55,5,3544.2,Shipped,3,9,2004,Motorcycles,81,S50_4713,90-224 8555,Helsinki,,21240,Finland,EMEA,Karttunen,Matti,Medium
10309,28,88.68,1,2483.04,Shipped,4,10,2004,Motorcycles,81,S50_4713,07-98 9555,Stavern,,4110,Norway,EMEA,Bergulfsen,Jonas,Small
10319,45,77.29,6,3478.05,Shipped,4,11,2004,Motorcycles,81,S50_4713,2125551957,NYC,NY,10022,USA,NA,Kuo,Kee,Medium
10331,20,100,5,3657.8,Shipped,4,11,2004,Motorcycles,81,S50_4713,2155559857,Philadelphia,PA,71270,USA,NA,Hernandez,Rosa,Medium
10341,38,100,3,4682.36,Shipped,4,11,2004,Motorcycles,81,S50_4713,6562-9555,Salzburg,,5020,Austria,EMEA,Pipps,Georg,Medium
10356,26,100,4,3937.7,Shipped,4,12,2004,Motorcycles,81,S50_4713,+33 1 46 62 7555,Paris,,75508,France,EMEA,Da Cunha,Daniel,Medium
10365,44,100,2,4984.32,Shipped,1,1,2005,Motorcycles,81,S50_4713,5085559555,New Bedford,MA,50553,USA,NA,Tam,Wing C,Medium
10375,49,100,8,5406.66,Shipped,1,2,2005,Motorcycles,81,S50_4713,40.67.8555,Nantes,,44000,France,EMEA,Labrune,Janine,Medium
10390,22,100,13,3491.18,Shipped,1,3,2005,Motorcycles,81,S50_4713,4155551450,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium
10403,31,68.34,3,2118.54,Shipped,2,4,2005,Motorcycles,81,S50_4713,(171) 555-2282,Liverpool,,WX1 6LT,UK,EMEA,Devon,Elizabeth,Small
10105,41,70.67,5,2897.47,Shipped,1,2,2003,Ships,66,S700_1138,31 12 3555,Kobenhavn,,1734,Denmark,EMEA,Petersen,Jytte,Small
10119,25,76.67,14,1916.75,Shipped,2,4,2003,Ships,66,S700_1138,6562-9555,Salzburg,,5020,Austria,EMEA,Pipps,Georg,Small
10129,31,60,5,1860,Shipped,2,6,2003,Ships,66,S700_1138,(171) 555-0297,London,,WX3 6FW,UK,EMEA,Brown,Ann,Small
10142,41,64,2,2624,Shipped,3,8,2003,Ships,66,S700_1138,4155551450,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small
10153,43,64.67,1,2780.81,Shipped,3,9,2003,Ships,66,S700_1138,(91) 555 94 44,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small
10167,43,75.34,12,3239.62,Cancelled,4,10,2003,Ships,66,S700_1138,0695-34 6555,Boras,,S-844 67,Sweden,EMEA,Larsson,Maria,Medium
10177,24,76,3,1824,Shipped,4,11,2003,Ships,66,S700_1138,+34 913 728 555,Madrid,,28023,Spain,EMEA,Fernandez,Jesus,Small
10185,21,54,3,1134,Shipped,4,11,2003,Ships,66,S700_1138,5085559555,New Bedford,MA,50553,USA,NA,Tam,Wing C,Small
10197,23,64.67,9,1487.41,Shipped,4,11,2003,Ships,66,S700_1138,(93) 203 4555,Barcelona,,8022,Spain,EMEA,Saavedra,Eduardo,Small
10208,38,74.67,3,2837.46,Shipped,1,1,2004,Ships,66,S700_1138,78.32.5555,Lyon,,69004,France,EMEA,Saveley,Mary,Small
10222,31,62.67,15,1942.77,Shipped,1,2,2004,Ships,66,S700_1138,7605558146,San Diego,CA,91217,USA,NA,Thompson,Valarie,Small
10233,36,70.67,3,2544.12,Shipped,1,3,2004,Ships,66,S700_1138,2015559350,Newark,NJ,94019,USA,NA,Brown,William,Small
10248,36,71.34,6,2568.24,Cancelled,2,5,2004,Ships,66,S700_1138,2125557818,NYC,NY,10022,USA,NA,Yu,Kwai,Small
10261,34,62,4,2108,Shipped,2,6,2004,Ships,66,S700_1138,(514) 555-8054,Montreal,Quebec,H1J 1C3,Canada,NA,Fresnisre,Jean,Small
10273,21,65.34,7,1372.14,Shipped,3,7,2004,Ships,66,S700_1138,(02) 5554 67,Bruxelles,,B-1180,Belgium,EMEA,Dewey,Catherine,Small
10283,45,78.67,9,3540.15,Shipped,3,8,2004,Ships,66,S700_1138,(604) 555-4555,Tsawassen,BC,T2F 8M4,Canada,NA,Lincoln,Elizabeth,Medium
10295,26,75.34,4,1958.84,Shipped,3,9,2004,Ships,66,S700_1138,6175559555,Boston,MA,51003,USA,NA,Yoshido,Juri,Small
10306,50,54,3,2700,Shipped,4,10,2004,Ships,66,S700_1138,(171) 555-1555,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Small
10315,41,62,2,2542,Shipped,4,10,2004,Ships,66,S700_1138,40.67.8555,Nantes,,44000,France,EMEA,Labrune,Janine,Small
10326,39,60,1,2340,Shipped,4,11,2004,Ships,66,S700_1138,0921-12 3555,Lule,,S-958 22,Sweden,EMEA,Berglund,Christina,Small
10339,22,100,5,2816.44,Shipped,4,11,2004,Ships,66,S700_1138,+81 3 3584 0555,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Akiko,Small
10350,46,76.67,11,3526.82,Shipped,4,12,2004,Ships,66,S700_1138,(91) 555 94 44,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
10373,44,100,14,4627.92,Shipped,1,1,2005,Ships,66,S700_1138,981-443655,Oulu,,90110,Finland,EMEA,Koskitalo,Pirkko,Medium
10385,25,77.34,1,1933.5,Shipped,1,2,2005,Ships,66,S700_1138,4155551450,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small
10396,39,66.67,1,2600.13,Shipped,1,3,2005,Ships,66,S700_1138,4155551450,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small
10414,37,71.34,6,2639.58,On Hold,2,5,2005,Ships,66,S700_1138,6175559555,Boston,MA,51003,USA,NA,Yoshido,Juri,Small
10106,31,100,7,3312.97,Shipped,1,2,2003,Planes,91,S700_1691,035-640555,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni,Medium
10120,47,82.21,13,3863.87,Shipped,2,4,2003,Planes,91,S700_1691,03 9520 4555,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Medium
10133,24,77.64,8,1863.36,Shipped,2,6,2003,Planes,91,S700_1691,(91) 555 94 44,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small
10143,36,100,2,3945.96,Shipped,3,8,2003,Planes,91,S700_1691,5085559555,New Bedford,MA,50553,USA,NA,Tam,Wing C,Medium
10156,48,100,2,4954.08,Shipped,4,10,2003,Planes,91,S700_1691,(91) 555 94 44,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
10168,28,98.65,14,2762.2,Shipped,4,10,2003,Planes,91,S700_1691,6505556809,Burlingame,CA,94217,USA,NA,Hirano,Juri,Small
10199,48,83.12,2,3989.76,Shipped,4,12,2003,Planes,91,S700_1691,3105553722,Burbank,CA,94019,USA,NA,Thompson,Steve,Medium
10210,21,78.55,12,1649.55,Shipped,1,1,2004,Planes,91,S700_1691,+81 06 6342 5555,Osaka,Osaka,530-0003,Japan,Japan,Kentary,Mory,Small
10223,25,100,14,2534.75,Shipped,1,2,2004,Planes,91,S700_1691,03 9520 4555,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Small
10235,25,100,8,2580.25,Shipped,2,4,2004,Planes,91,S700_1691,(604) 555-4555,Tsawassen,BC,T2F 8M4,Canada,NA,Lincoln,Elizabeth,Small
10250,31,91.34,9,2831.54,Shipped,2,5,2004,Planes,91,S700_1691,4085553659,San Jose,CA,94217,USA,NA,Frick,Sue,Small
10262,40,84.03,4,3361.2,Cancelled,2,6,2004,Planes,91,S700_1691,(91) 555 94 44,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
10275,32,89.51,14,2864.32,Shipped,3,7,2004,Planes,91,S700_1691,40.67.8555,Nantes,,44000,France,EMEA,Labrune,Janine,Small
10284,24,83.12,6,1994.88,Shipped,3,8,2004,Planes,91,S700_1691,+47 2212 1555,Oslo,,N 0106,Norway,EMEA,Klaeboe,Jan,Small
10296,42,100,2,4296.6,Shipped,3,9,2004,Planes,91,S700_1691,+49 89 61 08 9555,Munich,,80686,Germany,EMEA,Donnermeyer,Michael,Medium
10308,21,100,12,2224.95,Shipped,4,10,2004,Planes,91,S700_1691,9145554562,White Plains,NY,24067,USA,NA,Frick,Steve,Small
10316,34,82.21,4,2795.14,Shipped,4,11,2004,Planes,91,S700_1691,(198) 555-8888,Cowes,Isle of Wight,PO31 7PJ,UK,EMEA,Bennett,Helen,Small
10328,27,100,8,2762.1,Shipped,4,11,2004,Planes,91,S700_1691,035-640555,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni,Small
10340,30,88.6,5,2658,Shipped,4,11,2004,Planes,91,S700_1691,(93) 203 4555,Barcelona,,8022,Spain,EMEA,Saavedra,Eduardo,Small
10353,39,100,9,5043.87,Shipped,4,12,2004,Planes,91,S700_1691,2035554407,Glendale,CT,97561,USA,NA,Lewis,Dan,Medium
10361,20,60.54,4,1210.8,Shipped,4,12,2004,Planes,91,S700_1691,+61 2 9495 8555,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Small
10375,37,81.87,6,3029.19,Shipped,1,2,2005,Planes,91,S700_1691,40.67.8555,Nantes,,44000,France,EMEA,Labrune,Janine,Medium
10388,46,100,2,10066.6,Shipped,1,3,2005,Planes,91,S700_1691,5085552555,New Bedford,MA,50553,USA,NA,Benitez,Violeta,Large
10398,47,87.69,6,4121.43,Shipped,1,3,2005,Planes,91,S700_1691,26.47.1555,Reims,,51100,France,EMEA,Henriot,Paul,Medium
10401,11,100,8,1135.31,On Hold,2,4,2005,Planes,91,S700_1691,2015559350,Newark,NJ,94019,USA,NA,Brown,William,Small
10416,23,91.34,9,2100.82,Shipped,2,5,2005,Planes,91,S700_1691,0522-556555,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio,Small
10105,29,70.15,12,2034.35,Shipped,1,2,2003,Ships,86,S700_1938,31 12 3555,Kobenhavn,,1734,Denmark,EMEA,Petersen,Jytte,Small
10117,38,79.68,6,3027.84,Shipped,2,4,2003,Ships,86,S700_1938,+65 221 7555,Singapore,,79903,Singapore,Japan,Natividad,Eric,Medium
10128,32,97,3,3104,Shipped,2,6,2003,Ships,86,S700_1938,(91) 555 94 44,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
10142,43,84.01,9,3612.43,Shipped,3,8,2003,Ships,86,S700_1938,4155551450,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium
10153,31,87.48,8,2711.88,Shipped,3,9,2003,Ships,86,S700_1938,(91) 555 94 44,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small
10166,29,100,3,3013.97,Shipped,4,10,2003,Ships,86,S700_1938,5085552555,New Bedford,MA,50553,USA,NA,Benitez,Violeta,Medium
10177,31,88.34,10,2738.54,Shipped,4,11,2003,Ships,86,S700_1938,+34 913 728 555,Madrid,,28023,Spain,EMEA,Fernandez,Jesus,Small
10185,30,94.4,10,2832,Shipped,4,11,2003,Ships,86,S700_1938,5085559555,New Bedford,MA,50553,USA,NA,Tam,Wing C,Small
10196,50,94.4,2,4720,Shipped,4,11,2003,Ships,86,S700_1938,2035559545,New Haven,CT,97823,USA,NA,Murphy,Leslie,Medium
10208,40,80.55,10,3222,Shipped,1,1,2004,Ships,86,S700_1938,78.32.5555,Lyon,,69004,France,EMEA,Saveley,Mary,Medium
10221,23,97,4,2231,Shipped,1,2,2004,Ships,86,S700_1938,(02) 5554 67,Bruxelles,,B-1180,Belgium,EMEA,Dewey,Catherine,Small
10232,26,88.34,7,2296.84,Shipped,1,3,2004,Ships,86,S700_1938,(198) 555-8888,Cowes,Isle of Wight,PO31 7PJ,UK,EMEA,Bennett,Helen,Small
10248,40,100,13,4157.2,Cancelled,2,5,2004,Ships,86,S700_1938,2125557818,NYC,NY,10022,USA,NA,Yu,Kwai,Medium
10273,21,100,14,2146.2,Shipped,3,7,2004,Ships,86,S700_1938,(02) 5554 67,Bruxelles,,B-1180,Belgium,EMEA,Dewey,Catherine,Small
10282,43,86.61,2,3724.23,Shipped,3,8,2004,Ships,86,S700_1938,4155551450,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium
10293,29,71.89,5,2084.81,Shipped,3,9,2004,Ships,86,S700_1938,011-4988555,Torino,,10100,Italy,EMEA,Accorti,Paolo,Small
10306,38,91.81,10,3488.78,Shipped,4,10,2004,Ships,86,S700_1938,(171) 555-1555,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Medium
10314,23,76.22,2,1753.06,Shipped,4,10,2004,Ships,86,S700_1938,86 21 3555,Aaarhus,,8200,Denmark,EMEA,Ibsen,Palle,Small
10327,20,100,7,3469.2,Resolved,4,11,2004,Ships,86,S700_1938,31 12 3555,Kobenhavn,,1734,Denmark,EMEA,Petersen,Jytte,Medium
10337,36,70.3,9,2530.8,Shipped,4,11,2004,Ships,86,S700_1938,2125558493,NYC,NY,10022,USA,NA,Hernandez,Maria,Small
10350,28,100,4,2924.32,Shipped,4,12,2004,Ships,86,S700_1938,(91) 555 94 44,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small
10372,44,100,2,4496.8,Shipped,1,1,2005,Ships,86,S700_1938,+81 3 3584 0555,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Akiko,Medium
10384,49,100,1,6397.44,Shipped,1,2,2005,Ships,86,S700_1938,6505551386,San Francisco,CA,,USA,NA,Brown,Julie,Medium
10397,32,80.55,5,2577.6,Shipped,1,3,2005,Ships,86,S700_1938,61.77.6555,Toulouse,,31000,France,EMEA,Roulet,Annette,Small
10414,34,100,13,3533.62,On Hold,2,5,2005,Ships,86,S700_1938,6175559555,Boston,MA,51003,USA,NA,Yoshido,Juri,Medium
10106,30,100,16,3177.3,Shipped,1,2,2003,Ships,90,S700_2047,035-640555,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni,Medium
10119,29,94.14,7,2730.06,Shipped,2,4,2003,Ships,90,S700_2047,6562-9555,Salzburg,,5020,Austria,EMEA,Pipps,Georg,Small
10131,22,85.99,8,1891.78,Shipped,2,6,2003,Ships,90,S700_2047,2035554407,Glendale,CT,97561,USA,NA,Lewis,Dan,Small
10143,26,100,11,2612.48,Shipped,3,8,2003,Ships,90,S700_2047,5085559555,New Bedford,MA,50553,USA,NA,Tam,Wing C,Small
10155,32,91.43,9,2925.76,Shipped,4,10,2003,Ships,90,S700_2047,90-224 8555,Helsinki,,21240,Finland,EMEA,Karttunen,Matti,Small
10167,29,100,5,2940.02,Cancelled,4,10,2003,Ships,90,S700_2047,0695-34 6555,Boras,,S-844 67,Sweden,EMEA,Larsson,Maria,Small
10178,34,96.86,8,3293.24,Shipped,4,11,2003,Ships,90,S700_2047,61.77.6555,Toulouse,,31000,France,EMEA,Roulet,Annette,Medium
10186,24,99.57,5,2389.68,Shipped,4,11,2003,Ships,90,S700_2047,(171) 555-7555,London,,WA1 1DP,UK,EMEA,Hardy,Thomas,Small
10197,24,90.52,2,2172.48,Shipped,4,11,2003,Ships,90,S700_2047,(93) 203 4555,Barcelona,,8022,Spain,EMEA,Saavedra,Eduardo,Small
10209,33,88.71,4,2927.43,Shipped,1,1,2004,Ships,90,S700_2047,2155554369,Los Angeles,CA,,USA,NA,Chandler,Michael,Small
10222,26,100,8,2659.54,Shipped,1,2,2004,Ships,90,S700_2047,7605558146,San Diego,CA,91217,USA,NA,Thompson,Valarie,Small
10249,40,95.95,4,3838,Shipped,2,5,2004,Ships,90,S700_2047,6175555555,Cambridge,MA,51247,USA,NA,Tseng,Kyung,Medium
10262,44,94.14,13,4142.16,Cancelled,2,6,2004,Ships,90,S700_2047,(91) 555 94 44,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
10274,24,90.52,5,2172.48,Shipped,3,7,2004,Ships,90,S700_2047,6175558555,Brickhaven,MA,58339,USA,NA,Nelson,Allen,Small
10283,20,94.14,2,1882.8,Shipped,3,8,2004,Ships,90,S700_2047,(604) 555-4555,Tsawassen,BC,T2F 8M4,Canada,NA,Lincoln,Elizabeth,Small
10296,34,100,11,3477.86,Shipped,3,9,2004,Ships,90,S700_2047,+49 89 61 08 9555,Munich,,80686,Germany,EMEA,Donnermeyer,Michael,Medium
10307,34,97.76,5,3323.84,Shipped,4,10,2004,Ships,90,S700_2047,2155554695,Philadelphia,PA,71270,USA,NA,Cervantes,Francisca,Medium
10316,45,93.24,13,4195.8,Shipped,4,11,2004,Ships,90,S700_2047,(198) 555-8888,Cowes,Isle of Wight,PO31 7PJ,UK,EMEA,Bennett,Helen,Medium
10328,41,100,9,4156.58,Shipped,4,11,2004,Ships,90,S700_2047,035-640555,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni,Medium
10339,55,71.25,15,3918.75,Shipped,4,11,2004,Ships,90,S700_2047,+81 3 3584 0555,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Akiko,Medium
10352,23,100,3,2352.67,Shipped,4,12,2004,Ships,90,S700_2047,6175558428,Brickhaven,MA,58339,USA,NA,Taylor,Leslie,Small
10361,24,45.39,14,1089.36,Shipped,4,12,2004,Ships,90,S700_2047,+61 2 9495 8555,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Small
10373,32,84.41,15,2701.12,Shipped,1,1,2005,Ships,90,S700_2047,981-443655,Oulu,,90110,Finland,EMEA,Koskitalo,Pirkko,Small
10386,29,85.76,13,2487.04,Resolved,1,3,2005,Ships,90,S700_2047,(91) 555 94 44,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small
10398,36,100,7,3910.32,Shipped,1,3,2005,Ships,90,S700_2047,26.47.1555,Reims,,51100,France,EMEA,Henriot,Paul,Medium
10400,46,87.8,5,4038.8,Shipped,2,4,2005,Ships,90,S700_2047,4085553659,San Jose,CA,94217,USA,NA,Frick,Sue,Medium
10415,32,95.95,4,3070.4,Disputed,2,5,2005,Ships,90,S700_2047,61-9-3844-6555,Glen Waverly,Victoria,3150,Australia,APAC,Connery,Sean,Medium
10106,34,100,9,3763.46,Shipped,1,2,2003,Planes,99,S700_2466,035-640555,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni,Medium
10120,24,100,15,2584.8,Shipped,2,4,2003,Planes,99,S700_2466,03 9520 4555,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Small
10131,40,100,1,4427.6,Shipped,2,6,2003,Planes,99,S700_2466,2035554407,Glendale,CT,97561,USA,NA,Lewis,Dan,Medium
10143,26,82.77,4,2152.02,Shipped,3,8,2003,Planes,99,S700_2466,5085559555,New Bedford,MA,50553,USA,NA,Tam,Wing C,Small
10155,20,100,2,2353.4,Shipped,4,10,2003,Planes,99,S700_2466,90-224 8555,Helsinki,,21240,Finland,EMEA,Karttunen,Matti,Small
10168,31,100,16,3431.39,Shipped,4,10,2003,Planes,99,S700_2466,6505556809,Burlingame,CA,94217,USA,NA,Hirano,Juri,Medium
10178,22,87.75,1,1930.5,Shipped,4,11,2003,Planes,99,S700_2466,61.77.6555,Toulouse,,31000,France,EMEA,Roulet,Annette,Small
10198,42,100,1,4774.56,Shipped,4,11,2003,Planes,99,S700_2466,+63 2 555 3587,Makati City,,1227 MM,Philippines,Japan,Cruz,Arnold,Medium
10210,26,99.72,14,2592.72,Shipped,1,1,2004,Planes,99,S700_2466,+81 06 6342 5555,Osaka,Osaka,530-0003,Japan,Japan,Kentary,Mory,Small
10222,37,87.75,1,3246.75,Shipped,1,2,2004,Planes,99,S700_2466,7605558146,San Diego,CA,91217,USA,NA,Thompson,Valarie,Medium
10235,38,88.75,10,3372.5,Shipped,2,4,2004,Planes,99,S700_2466,(604) 555-4555,Tsawassen,BC,T2F 8M4,Canada,NA,Lincoln,Elizabeth,Medium
10250,35,100,11,3909.15,Shipped,2,5,2004,Planes,99,S700_2466,4085553659,San Jose,CA,94217,USA,NA,Frick,Sue,Medium
10262,33,90.75,6,2994.75,Cancelled,2,6,2004,Planes,99,S700_2466,(91) 555 94 44,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small
10275,39,100,16,4472.52,Shipped,3,7,2004,Planes,99,S700_2466,40.67.8555,Nantes,,44000,France,EMEA,Labrune,Janine,Medium
10284,45,100,8,4576.95,Shipped,3,8,2004,Planes,99,S700_2466,+47 2212 1555,Oslo,,N 0106,Norway,EMEA,Klaeboe,Jan,Medium
10296,24,100,4,2441.04,Shipped,3,9,2004,Planes,99,S700_2466,+49 89 61 08 9555,Munich,,80686,Germany,EMEA,Donnermeyer,Michael,Small
10308,35,88.75,14,3106.25,Shipped,4,10,2004,Planes,99,S700_2466,9145554562,White Plains,NY,24067,USA,NA,Frick,Steve,Medium
10316,23,100,6,2706.41,Shipped,4,11,2004,Planes,99,S700_2466,(198) 555-8888,Cowes,Isle of Wight,PO31 7PJ,UK,EMEA,Bennett,Helen,Small
10328,37,100,10,4021.53,Shipped,4,11,2004,Planes,99,S700_2466,035-640555,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni,Medium
10340,55,87.75,7,4826.25,Shipped,4,11,2004,Planes,99,S700_2466,(93) 203 4555,Barcelona,,8022,Spain,EMEA,Saavedra,Eduardo,Medium
10352,49,100,2,4935.28,Shipped,4,12,2004,Planes,99,S700_2466,6175558428,Brickhaven,MA,58339,USA,NA,Taylor,Leslie,Medium
10361,26,100,9,2754.7,Shipped,4,12,2004,Planes,99,S700_2466,+61 2 9495 8555,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Small
10375,33,100,1,3856.71,Shipped,1,2,2005,Planes,99,S700_2466,40.67.8555,Nantes,,44000,France,EMEA,Labrune,Janine,Medium
10386,37,83.84,14,3102.08,Resolved,1,3,2005,Planes,99,S700_2466,(91) 555 94 44,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
10398,22,86.76,8,1908.72,Shipped,1,3,2005,Planes,99,S700_2466,26.47.1555,Reims,,51100,France,EMEA,Henriot,Paul,Small
10401,85,88.75,10,7543.75,On Hold,2,4,2005,Planes,99,S700_2466,2015559350,Newark,NJ,94019,USA,NA,Brown,William,Large
